key,article_id,data_inizio_validita,data_fine_validita,price_before,price_in_period,delta_price,qty_pre,qty_in_period,sales_ht_pre,sales_pre,sales_ht_in_period,sales_in_period,cifra_ssp_pre,cifra_ssp_in_period,sconto_a_valore_in_period,margine_pp_valore_pre,margine_pp_valore_in_period,giorni_nel_periodo,delta_margine_pp_valore,qty_n_1,vendite_n_1,vendite_ht_n_1,margine_valore_n_1,gg_copertura,gg_copertura_n_1
83011018-2026-03-11,83011018,2026-03-11,2026-06-13,3.99,4.29,0.3,15.0,14.0,47.5422,58.0015,45.5899,55.6196,59.85,60.06,-4.4404,14.4052,14.5273,94.0,0.1221,20.0,75.7606,62.0989,10.7506,100.1577,112.4516
89552310-2026-03-01,89552310,2026-03-01,,175.9,179.09,3.19,3.0,3.0,420.0507,512.4619,432.4833,527.6296,527.7,537.27,-9.6404,147.8355,151.128,114.0,3.2925,6.0,1150.9181,943.3755,134.8123,112.4563,190.8656
83350658-2026-02-09,83350658,2026-02-09,,57.49,52.39,-5.1,45.0,40.0,2077.645,2534.7269,1624.6764,1982.1052,2587.05,2095.6,-113.4948,477.0835,274.3728,134.0,-202.7107,27.0,1462.2413,1198.5584,327.5351,,
81802613-2025-10-12,81802613,2025-10-12,,29.99,34.39,4.4,80.0,68.0,1931.8324,2356.8355,1887.17,2302.3474,2399.2,2338.52,-36.1726,301.0115,405.599,254.0,104.5876,,,,,255.9202,
86639417-2025-09-30,86639417,2025-09-30,2026-02-10,25.99,26.29,0.3,77.0,75.0,1640.1012,2000.9234,1585.3605,1934.1399,2001.23,1971.75,-37.6101,488.8446,433.5051,133.0,-55.3395,63.0,1509.726,1237.4803,274.1815,74.0425,84.8742
83273188-2026-05-14,83273188,2026-05-14,,62.9,64.19,1.29,211.0,120.0,10870.8719,13262.4637,6313.7705,7702.8,13271.9,7702.8,0.0,3026.7639,1779.895,40.0,-1246.8689,124.0,7517.6301,6161.9918,1714.7024,83.9016,43.0316
80243480-2025-07-02,80243480,2025-07-02,2025-07-26,44.49,43.29,-1.2,34.0,21.0,1221.3377,1490.032,715.7231,873.1821,1512.66,909.09,-35.9079,350.8631,151.7736,24.0,-199.0895,,,,,349.5936,205.6862
87532042-2025-10-26,87532042,2025-10-26,,46.9,46.29,-0.61,373.0,537.0,13988.6462,17066.1484,19124.1848,23331.5054,17493.7,24857.73,-1526.2246,3769.5384,2951.2024,240.0,-818.336,215.0,9846.1894,8070.647,1038.0878,352.105,495.7341
80120622-2025-09-25,80120622,2025-09-25,,16.99,12.69,-4.3,260.0,321.0,3580.4699,4368.1733,3338.9262,4073.49,4417.4,4073.49,0.0,778.3229,-163.499,271.0,-941.8219,194.0,3060.643,2508.7238,412.2271,67.5165,107.1122
89094222-2026-01-13,89094222,2026-01-13,,77.49,78.19,0.7,24.0,27.0,1516.1241,1849.6714,1581.1644,1929.0205,1859.76,2111.13,-182.1095,550.6985,454.0954,161.0,-96.6031,7.0,483.5808,396.3777,70.1558,141.8877,105.1427
89749857-2025-11-01,89749857,2025-11-01,2026-03-24,135.49,143.59,8.1,13.0,13.0,1396.2246,1703.394,1493.9881,1822.6655,1761.37,1866.67,-44.0045,347.065,391.6494,143.0,44.5844,15.0,1833.2708,1502.681,221.495,360.6081,306.5345
84815203-2026-03-05,84815203,2026-03-05,,155.9,144.29,-11.61,0.0,3.0,0.0,0.0,352.2489,429.7437,0.0,432.87,-3.1263,0.0,42.1874,110.0,42.1874,3.0,432.5566,354.5546,60.1087,,
89188643-2026-03-11,89188643,2026-03-11,2026-06-27,39.99,44.79,4.8,162.0,133.0,5242.9853,6396.4421,4882.8443,5957.07,6478.38,5957.07,0.0,1645.2539,1672.0886,108.0,26.8347,132.0,4636.9916,3800.8128,401.8733,230.3582,127.8553
81346009-2026-02-26,81346009,2026-02-26,,160.99,155.19,-5.8,162.0,224.0,20686.334,25237.3275,27430.1694,33464.8067,26080.38,34762.56,-1297.7533,7308.7363,8688.8394,117.0,1380.103,,,,,297.9106,224.9167
88906213-2025-11-05,88906213,2025-11-05,,153.99,144.89,-9.1,275.0,261.0,34171.8534,41689.6612,28675.251,34983.8062,42347.25,37816.29,-2832.4838,4406.9011,1431.7754,230.0,-2975.1258,240.0,34540.0596,28311.5242,11564.5944,545.3999,362.1357
82158982-2026-02-01,82158982,2026-02-01,2026-03-16,13.0,11.79,-1.21,84.0,134.0,868.3974,1059.4448,1237.7892,1510.1029,1092.0,1579.86,-69.7571,217.8942,261.1828,43.0,43.2886,70.0,957.8558,785.1277,167.124,60.699,49.9721
82687557-2026-04-20,82687557,2026-04-20,,6.9,8.19,1.29,34.0,13.0,191.6435,233.8051,85.4036,104.1924,234.6,106.47,-2.2776,45.1231,30.0404,64.0,-15.0827,44.0,282.8545,231.848,24.7707,372.7371,362.463
86933101-2025-10-29,86933101,2025-10-29,,72.9,74.29,1.39,543.0,638.0,31350.0333,38247.0407,38072.0627,46447.9164,39584.7,47397.02,-949.1036,7492.8479,9526.8358,237.0,2033.9879,,,,,294.979,262.2337
85640007-2025-08-13,85640007,2025-08-13,2025-10-12,148.99,159.89,10.9,29.0,37.0,3474.8353,4239.2991,4447.6561,5426.1404,4320.71,5915.93,-489.7896,1189.5267,1402.7246,60.0,213.1978,53.0,7526.1048,6168.9384,2422.4701,139.8614,203.9256
86212242-2025-08-04,86212242,2025-08-04,,55.9,55.79,-0.11,52.0,76.0,2345.0413,2860.9504,3223.0695,3932.1448,2906.8,4240.04,-307.8952,1189.1366,1430.4365,323.0,241.2998,64.0,3436.3496,2816.68,996.4973,45.9396,60.2031
82159582-2026-03-17,82159582,2026-03-17,,45.9,46.19,0.29,203.0,155.0,7482.8366,9129.0606,5832.5221,7115.677,9317.7,7159.45,-43.773,2278.655,1851.2906,98.0,-427.3644,156.0,6366.4942,5218.4378,1037.779,72.5053,30.9982
88132226-2026-05-26,88132226,2026-05-26,2026-10-16,47.9,48.49,0.59,112.0,174.0,4279.8727,5221.4447,6743.7136,8227.3306,5364.8,8437.26,-209.9294,950.0972,1453.1402,143.0,503.043,136.0,6627.6092,5432.4666,606.6185,82.9471,32.5736
83617030-2025-07-17,83617030,2025-07-17,,26.99,26.89,-0.1,92.0,111.0,2029.9646,2476.5568,2446.5492,2984.79,2483.08,2984.79,0.0,521.8004,530.5125,341.0,8.7121,,,,,95.6913,98.4116
85831989-2026-04-28,85831989,2026-04-28,,14.99,13.69,-1.3,1.0,0.0,12.1103,14.7746,0.0,0.0,14.99,0.0,0.0,2.6217,0.0,56.0,-2.6217,0.0,0.0,0.0,0.0,292.7085,414.2721
83767667-2026-01-03,83767667,2026-01-03,,243.9,231.49,-12.41,118.0,98.0,23489.7056,28657.4409,18595.0984,22686.02,28780.2,22686.02,0.0,4607.1835,4091.0477,171.0,-516.1358,,,,,295.4704,245.8945
86952278-2026-03-12,86952278,2026-03-12,,80.99,84.59,3.6,70.0,87.0,4603.7017,5616.5161,5666.375,6912.9775,5669.3,7359.33,-446.3525,2837.8542,3238.1779,103.0,400.3237,89.0,7409.7559,6073.5704,2040.821,325.8511,
82786879-2025-07-30,82786879,2025-07-30,,311.9,292.79,-19.11,196.0,194.0,49938.3444,60924.7802,43326.377,52858.18,61132.4,56801.26,-3943.08,24508.3469,19648.0036,328.0,-4860.3433,216.0,65263.8578,53494.9654,10285.9967,74.7542,83.7565
89507703-2025-11-16,89507703,2025-11-16,,38.9,38.79,-0.11,198.0,283.0,6208.2763,7574.097,8998.0082,10977.57,7702.2,10977.57,0.0,1931.4592,2879.2072,219.0,947.748,275.0,10552.1448,8649.299,2833.8447,99.2292,126.7444
80425947-2026-04-08,80425947,2026-04-08,2026-09-19,93.99,76.89,-17.1,38.0,73.0,2877.0569,3510.0094,4600.7951,5612.97,3571.62,5612.97,0.0,612.0617,215.3613,164.0,-396.7003,44.0,3545.3958,2906.0621,479.1503,150.817,206.7781
88564541-2025-10-03,88564541,2025-10-03,,166.9,186.59,19.69,148.0,150.0,19961.3431,24352.8386,22146.4209,27018.6334,24701.2,27988.5,-969.8666,3633.5277,6333.8592,263.0,2700.3315,157.0,23847.4635,19547.1013,4782.8447,29.3222,33.5215
87564901-2025-10-27,87564901,2025-10-27,2026-02-24,83.49,84.39,0.9,158.0,122.0,10628.382,12966.626,8227.0742,10037.0305,13191.42,10295.58,-258.5495,4767.4154,3734.3592,120.0,-1033.0562,153.0,12228.4544,10023.3233,1283.5378,399.2398,280.1555
88809957-2025-12-03,88809957,2025-12-03,,10.99,9.99,-1.0,73.0,39.0,642.2419,783.5351,312.6494,381.4323,802.27,389.61,-8.1777,158.5234,58.8506,202.0,-99.6728,69.0,692.3477,567.4981,181.6189,84.8794,55.6458
83436306-2025-11-26,83436306,2025-11-26,,91.99,91.99,0.0,1475.0,1637.0,109290.4518,133334.3512,115920.2741,141422.7344,135685.25,150587.63,-9164.8956,55697.7728,57306.8324,209.0,1609.0596,1505.0,135574.4415,111126.5914,33892.1292,83.8435,
89038875-2026-04-05,89038875,2026-04-05,2026-06-24,129.0,120.99,-8.01,266.0,199.0,27254.1288,33250.0371,18608.4115,22702.262,34314.0,24077.01,-1374.748,10077.1984,5198.8453,80.0,-4878.3531,217.0,25606.2972,20988.7682,9309.4287,306.1615,171.136
87659293-2025-11-21,87659293,2025-11-21,2026-03-06,102.99,100.69,-2.3,19.0,18.0,1552.7901,1894.404,1400.6737,1708.8219,1956.81,1812.42,-103.5981,930.899,827.1284,105.0,-103.7706,22.0,2395.0516,1963.1571,891.4056,637.0935,976.3531
83500644-2026-04-25,83500644,2026-04-25,2026-05-10,162.99,172.69,9.7,1.0,0.0,131.8827,160.8969,0.0,0.0,162.99,0.0,0.0,38.9614,0.0,15.0,-38.9614,,,,,33.4756,49.1265
82372351-2025-10-27,82372351,2025-10-27,,432.9,498.79,65.89,5.0,7.0,1742.6999,2126.0939,2707.9278,3303.6719,2164.5,3491.53,-187.8581,592.626,1133.3762,239.0,540.7502,7.0,3062.1491,2509.9583,914.6778,87.4305,131.5951
87461093-2025-11-19,87461093,2025-11-19,2026-01-28,32.9,35.29,2.39,15.0,7.0,397.6756,485.1642,187.47,228.7134,493.5,247.03,-18.3166,80.1073,43.7223,70.0,-36.385,14.0,454.5855,372.6111,53.3578,67.3678,83.1763
88631916-2026-01-13,88631916,2026-01-13,,132.99,138.89,5.9,36.0,35.0,3845.7662,4691.8347,3816.9886,4656.7261,4787.64,4861.15,-204.4239,1075.0121,1227.1638,161.0,152.1517,36.0,4617.0089,3784.4335,1307.7067,512.2821,471.2558
84579967-2026-02-07,84579967,2026-02-07,,22.9,20.89,-2.01,3.0,5.0,55.1231,67.2502,81.7341,99.7156,68.7,104.45,-4.7344,24.4535,27.7479,136.0,3.2944,6.0,123.6418,101.3458,25.1194,281.6623,333.2508
81549374-2026-02-14,81549374,2026-02-14,2026-05-14,115.99,125.09,9.1,3.0,2.0,277.9449,339.0928,205.0656,250.18,347.97,250.18,0.0,56.8257,63.7702,89.0,6.9445,2.0,223.1951,182.9468,61.4775,59.8585,52.9955
89447136-2025-08-30,89447136,2025-08-30,,12.99,13.29,0.3,106.0,85.0,1101.7309,1344.1117,925.9426,1129.65,1376.94,1129.65,0.0,372.2491,310.9443,297.0,-61.3048,,,,,44.2024,46.8797
88736357-2026-04-21,88736357,2026-04-21,,15.49,14.69,-0.8,95.0,126.0,1187.8735,1449.2056,1517.1639,1850.94,1471.55,1850.94,0.0,349.3588,386.3084,63.0,36.9496,118.0,1806.6217,1480.8374,161.8749,,
86059393-2026-02-15,86059393,2026-02-15,2026-07-17,348.9,355.89,6.99,11.0,18.0,3045.5566,3715.5791,5045.0009,6154.901,3837.9,6406.02,-251.119,790.4841,1370.8487,152.0,580.3647,,,,,477.3603,281.104
87710921-2026-03-14,87710921,2026-03-14,,106.9,115.39,8.49,15.0,0.0,1279.7674,1561.3163,0.0,0.0,1603.5,0.0,0.0,780.3166,0.0,101.0,-780.3166,11.0,1036.6599,849.7212,289.2348,127.3941,140.4741
82540450-2025-08-05,82540450,2025-08-05,2025-09-15,9.9,10.89,0.99,2.0,2.0,16.0288,19.5551,17.4174,21.2493,19.8,21.78,-0.5307,1.7806,2.9711,41.0,1.1906,6.0,50.939,41.7532,9.2381,,
83326221-2026-03-27,83326221,2026-03-27,2026-04-16,229.99,232.19,2.2,125.0,25.0,23303.7256,28430.5453,4740.3054,5783.1726,28748.75,5804.75,-21.5774,4762.5706,850.4595,20.0,-3912.1111,59.0,14592.4816,11961.0505,1776.7301,,
89997325-2025-10-07,89997325,2025-10-07,2026-03-27,419.99,448.09,28.1,474.0,306.0,162162.1718,197837.8496,112389.7869,137115.54,199075.26,137115.54,0.0,51857.889,32284.46,171.0,-19573.4291,791.0,309945.1038,254053.3638,19768.3932,218.2819,95.9855
84981921-2026-05-11,84981921,2026-05-11,2026-07-16,113.99,127.69,13.7,2.0,3.0,184.2241,224.7534,313.9918,383.07,227.98,383.07,0.0,72.5845,154.3439,66.0,81.7594,,,,,33.4758,35.6666
84770429-2025-09-11,84770429,2025-09-11,2025-09-26,42.0,39.29,-2.71,14.0,18.0,468.6018,571.6942,563.7927,687.8271,588.0,707.22,-19.3929,168.4853,207.8144,15.0,39.3292,19.0,720.4434,590.5273,135.3127,147.6148,131.4117
83615483-2025-07-10,83615483,2025-07-10,,60.99,48.09,-12.9,32.0,50.0,1581.3394,1929.2341,1942.1493,2369.4221,1951.68,2404.5,-35.0779,492.8532,385.4624,348.0,-107.3908,40.0,2193.2468,1797.7433,494.416,189.767,180.5147
81711684-2025-08-22,81711684,2025-08-22,2025-11-02,36.99,41.09,4.1,22.0,19.0,643.8093,785.4474,633.4485,772.8072,813.78,780.71,-7.9028,244.3438,276.2293,72.0,31.8855,,,,,,
88697653-2025-08-14,88697653,2025-08-14,,97.49,110.49,13.0,470.0,402.0,36806.6697,44904.1371,33578.4549,40965.715,45820.3,44416.98,-3451.265,10644.1476,9440.0409,313.0,-1204.1066,,,,,86.7298,85.9429
87291452-2026-05-22,87291452,2026-05-22,,43.99,44.69,0.7,5.0,7.0,179.3721,218.8339,249.8678,304.8388,219.95,312.83,-7.9912,54.7479,74.818,32.0,20.0701,0.0,0.0,0.0,0.0,152.7251,100.7784
83126135-2025-10-02,83126135,2025-10-02,,176.99,175.29,-1.7,3.0,7.0,421.8903,514.7061,967.8482,1180.7748,530.97,1227.03,-46.2552,247.8269,576.2432,264.0,328.4164,,,,,342.8111,277.8808
80441073-2026-04-23,80441073,2026-04-23,,81.9,86.69,4.79,2.0,2.0,129.796,158.3511,141.6787,172.848,163.8,173.38,-0.532,42.4945,50.7603,61.0,8.2658,3.0,235.8853,193.3486,14.5045,168.4165,156.4531
80799363-2025-12-27,80799363,2025-12-27,2026-05-26,125.0,114.99,-10.01,13.0,16.0,1326.6569,1618.5215,1477.9269,1803.0708,1625.0,1839.84,-36.7692,229.9753,102.1107,150.0,-127.8646,11.0,1320.6332,1082.4862,131.4497,709.9782,826.9774
88294266-2026-03-03,88294266,2026-03-03,,28.99,28.09,-0.9,841.0,763.0,19894.6089,24271.4229,17238.2146,21030.6219,24380.59,21432.67,-402.0481,4413.0304,2745.6622,112.0,-1667.3682,857.0,26465.4054,21692.9553,10597.4226,289.5443,528.8747
84461197-2025-10-02,84461197,2025-10-02,2025-10-29,222.9,241.19,18.29,20.0,31.0,3570.7447,4356.3085,5603.5023,6836.2728,4458.0,7476.89,-640.6172,1937.0597,2849.6577,27.0,912.598,,,,,72.1354,25.8762
81217248-2026-01-23,81217248,2026-01-23,,57.9,59.49,1.59,13.0,11.0,614.9938,750.2924,531.7656,648.754,752.7,654.39,-5.636,272.8235,258.3813,151.0,-14.4422,18.0,890.5363,729.9478,165.8208,156.1799,63.7176
82712180-2025-12-24,82712180,2025-12-24,,678.0,560.29,-117.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,106.2295,76.7326
85048218-2026-05-06,85048218,2026-05-06,,135.49,131.19,-4.3,292.0,390.0,32419.1799,39551.3994,41937.7869,51164.1,39563.08,51164.1,0.0,9258.0646,9075.7054,48.0,-182.3593,303.0,41865.3536,34315.8636,6127.1711,135.9892,172.4453
87336079-2025-09-07,87336079,2025-09-07,,1101.49,1119.29,17.8,40.0,37.0,35201.1429,42945.3944,33034.2497,40301.7846,44059.6,41413.73,-1111.9454,13346.8399,13126.4994,289.0,-220.3405,53.0,59199.4426,48524.1332,13968.7815,256.1486,
83175686-2026-01-31,83175686,2026-01-31,2026-06-21,51.99,48.99,-3.0,81.0,20.0,3388.7502,4134.2753,777.0784,948.0357,4211.19,979.8,-31.7643,1506.0868,329.7581,141.0,-1176.3286,,,,,116.7139,170.3268
81786665-2025-08-17,81786665,2025-08-17,2025-10-14,93.9,96.49,2.59,7.0,5.0,523.8104,639.0487,385.9881,470.9054,657.3,482.45,-11.5446,129.956,105.2695,58.0,-24.6865,10.0,889.973,729.4861,233.8017,353.4341,359.8441
87575193-2026-01-30,87575193,2026-01-30,,156.49,151.09,-5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,6.0,945.5327,775.0268,165.4586,74.9448,127.6883
86128757-2025-10-08,86128757,2025-10-08,,728.99,569.79,-159.2,100.0,121.0,59390.5452,72456.4651,53428.3377,65182.572,72899.0,68944.59,-3762.018,21779.1991,5629.3472,258.0,-16149.8519,102.0,78580.6419,64410.3622,15369.3709,267.3367,235.7611
82544549-2026-02-05,82544549,2026-02-05,,73.9,69.19,-4.71,11.0,23.0,658.3849,803.2295,1212.6889,1479.4805,812.9,1591.37,-111.8895,167.8054,87.1179,138.0,-80.6876,7.0,523.5368,429.1285,156.8185,159.0978,131.6385
82866079-2026-01-22,82866079,2026-01-22,2026-07-14,260.99,271.99,11.0,677.0,1235.0,140009.7242,170811.8635,258105.6157,314888.8512,176690.23,335907.65,-21018.7988,24074.0397,15761.3754,173.0,-8312.6643,868.0,217869.1944,178581.3069,5018.4819,864.914,1497.9
81693474-2025-07-08,81693474,2025-07-08,2025-10-31,70.99,66.29,-4.7,53.0,75.0,3012.606,3675.3793,4007.3835,4889.0078,3762.47,4971.75,-82.7422,1093.2495,1294.1079,115.0,200.8584,50.0,3431.5495,2812.7455,812.847,,
80136693-2026-03-25,80136693,2026-03-25,2026-09-02,34.49,40.19,5.7,205.0,203.0,5744.2376,7007.9699,6324.2033,7715.528,7070.45,8158.57,-443.042,2470.2721,2873.2371,161.0,402.9649,111.0,3819.8157,3130.9965,1070.7869,164.8637,
82951165-2026-05-06,82951165,2026-05-06,2026-06-29,42.99,42.39,-0.6,52.0,25.0,1805.1912,2202.3333,868.6475,1059.75,2235.48,1059.75,0.0,461.4277,205.5733,54.0,-255.8544,72.0,3087.0097,2530.3358,888.4542,21.5516,
89504242-2025-09-07,89504242,2025-09-07,2026-01-26,83.99,84.09,0.1,461.0,454.0,31608.5407,38562.4197,31292.5082,38176.86,38719.39,38176.86,0.0,11005.1529,11128.3665,141.0,123.2136,430.0,38136.9442,31259.7903,7318.4127,131.5094,211.8781
88649312-2025-10-29,88649312,2025-10-29,2026-01-15,43.9,42.59,-1.31,8.0,11.0,280.7872,342.5604,372.2439,454.1375,351.2,468.49,-14.3525,146.3,196.0751,78.0,49.7751,,,,,131.2266,82.4142
86876881-2026-02-24,86876881,2026-02-24,2026-05-25,100.9,103.59,2.69,343.0,573.0,28192.5847,34394.9533,48653.3361,59357.07,34608.7,59357.07,0.0,11996.3283,21058.6223,90.0,9062.294,260.0,25139.2801,20605.9673,5580.3367,96.9512,51.4308
86689919-2025-08-20,86689919,2025-08-20,,33.99,35.59,1.6,42.0,39.0,1140.7684,1391.7374,1091.4501,1331.5691,1427.58,1388.01,-56.4409,282.8094,320.3411,307.0,37.5317,55.0,1690.3471,1385.5304,628.4539,67.2266,59.4179
83404975-2026-02-02,83404975,2026-02-02,2026-06-19,123.9,111.09,-12.81,75.0,63.0,7437.0903,9073.2502,5426.9347,6620.8603,9292.5,6998.67,-377.8097,2033.5021,550.8097,137.0,-1482.6924,43.0,4753.4402,3896.2625,1395.626,81.1787,105.1157
81538519-2025-08-14,81538519,2025-08-14,,153.49,144.79,-8.7,29.0,41.0,3537.5309,4315.7877,4711.412,5747.9226,4451.21,5936.39,-188.4674,921.9088,974.2014,313.0,52.2927,,,,,,
87802600-2026-03-21,87802600,2026-03-21,,38.99,41.29,2.3,58.0,51.0,1792.8056,2187.2229,1551.1672,1892.424,2261.42,2105.79,-213.366,742.7985,620.9819,94.0,-121.8166,36.0,1408.6016,1154.5915,314.6364,278.556,189.3839
84823607-2026-04-17,84823607,2026-04-17,,95.99,86.69,-9.3,140.0,206.0,10784.3318,13156.8847,14184.9167,17305.5984,13438.6,17858.14,-552.5416,4044.5128,4596.1644,67.0,551.6516,213.0,19069.2009,15630.4925,5774.8259,257.2646,234.203
88635763-2025-10-22,88635763,2025-10-22,2026-01-09,147.99,149.79,1.8,45.0,62.0,5390.1692,6576.0064,7130.4295,8699.124,6659.55,9286.98,-587.856,2168.6021,2958.6128,79.0,790.0107,71.0,10741.7314,8804.6979,848.4984,816.419,1097.9314
80553048-2025-09-18,80553048,2025-09-18,2026-01-28,2499.49,2431.69,-67.8,16.0,14.0,32325.2261,39436.7758,26807.7453,32705.4493,39991.84,34043.66,-1338.2107,6366.9474,3882.3676,132.0,-2484.5798,25.0,56753.8104,46519.5167,18544.4734,161.0452,84.3105
85224175-2026-01-19,85224175,2026-01-19,2026-06-07,109.99,103.19,-6.8,6.0,9.0,525.9399,641.6466,741.0467,904.077,659.94,928.71,-24.633,42.1274,-6.7225,139.0,-48.8499,4.0,379.5922,311.1411,95.3244,,
88613807-2026-01-28,88613807,2026-01-28,2026-03-09,222.99,258.89,35.9,4.0,4.0,717.5795,875.447,821.4762,1002.2009,891.96,1035.56,-33.3591,237.3537,374.7665,40.0,137.4128,,,,,380.0931,455.6278
80986729-2025-08-08,80986729,2025-08-08,,75.99,87.79,11.8,4154.0,3914.0,252174.5207,307652.9153,261951.7618,319581.1494,315662.46,343610.06,-24028.9106,121787.9863,144899.1946,319.0,23111.2083,,,,,886.246,375.3821
80959482-2025-11-02,80959482,2025-11-02,2026-02-16,8.0,8.09,0.09,1.0,3.0,6.3546,7.7526,19.5185,23.8126,8.0,24.27,-0.4574,1.0508,2.9999,106.0,1.9492,,,,,206.006,109.4297
84078589-2025-10-10,84078589,2025-10-10,,189.9,181.39,-8.51,144.0,195.0,21711.9625,26488.5943,26872.3117,32784.2203,27345.6,35371.05,-2586.8297,6562.4655,7145.763,256.0,583.2975,155.0,26379.973,21622.9287,8323.7214,469.8949,403.0842
80422032-2025-08-25,80422032,2025-08-25,2025-09-10,16.99,18.79,1.8,6.0,3.0,83.0514,101.3227,45.3804,55.3641,101.94,56.37,-1.0059,38.5868,21.531,16.0,-17.0558,5.0,81.4685,66.7775,13.1745,186.2432,230.0551
80252398-2026-01-14,80252398,2026-01-14,2026-02-28,20.0,19.39,-0.61,8.0,10.0,130.828,159.6102,158.9344,193.9,160.0,193.9,0.0,49.391,60.4902,45.0,11.0992,10.0,185.1512,151.7632,11.2781,69.0765,65.6321
84128864-2026-01-28,84128864,2026-01-28,2026-05-26,123.49,123.49,0.0,359.0,538.0,35926.4469,43830.2652,54097.907,65999.4466,44332.91,66437.62,-438.1734,8356.5499,13481.7264,118.0,5125.1765,401.0,38308.3285,31400.2693,7308.1561,123.8296,176.5793
84520047-2025-11-05,84520047,2025-11-05,,23.99,23.89,-0.1,124.0,123.0,2409.4379,2939.5143,2275.5329,2776.1501,2974.76,2938.47,-162.3199,520.9194,490.7913,230.0,-30.1282,101.0,2526.2378,2070.6867,570.3582,99.7558,80.7163
85565715-2026-04-23,85565715,2026-04-23,2026-06-15,34.99,38.69,3.7,20.0,24.0,573.584,699.7725,756.0846,922.4233,699.8,928.56,-6.1367,141.5761,230.5303,53.0,88.9542,25.0,861.1235,705.8389,178.0894,118.5195,115.7417
87917704-2025-08-08,87917704,2025-08-08,2025-09-12,96.9,90.69,-6.21,8.0,8.0,629.4858,767.9727,577.5561,704.6184,775.2,725.52,-20.9016,213.7002,146.2523,35.0,-67.4479,11.0,1003.7971,822.7845,151.1627,,
88440211-2026-02-03,88440211,2026-02-03,,732.99,793.69,60.7,19.0,22.0,11099.8145,13541.7737,13226.7615,16136.6491,13926.81,17461.18,-1324.5309,3481.9302,4421.4002,140.0,939.47,,,,,255.2471,128.1601
87715835-2026-03-16,87715835,2026-03-16,2026-06-24,32.9,29.79,-3.11,85.0,102.0,2272.7331,2772.7344,2341.0823,2856.1204,2796.5,3038.58,-182.4596,581.3137,235.6384,100.0,-345.6754,90.0,2996.7444,2456.3479,337.5514,251.0183,230.783
81815323-2026-05-25,81815323,2026-05-25,2026-07-09,62.99,58.09,-4.9,18.0,13.0,912.5591,1113.3222,605.5233,738.7384,1133.82,755.17,-16.4316,366.112,204.8538,45.0,-161.2582,16.0,1083.6368,888.2269,315.9093,153.6165,126.231
82607582-2026-03-24,82607582,2026-03-24,2026-05-14,33.99,32.89,-1.1,6.0,0.0,163.3258,199.2575,0.0,0.0,203.94,0.0,0.0,29.3721,0.0,51.0,-29.3721,11.0,348.1522,285.3707,30.2309,54.72,59.2185
83405957-2026-03-31,83405957,2026-03-31,2026-04-23,361.99,410.29,48.3,94.0,53.0,27797.6726,33913.1606,17824.0738,21745.37,34027.06,21745.37,0.0,7924.4609,5525.1617,23.0,-2399.2992,107.0,40637.7041,33309.5935,8376.1692,,
88613066-2025-07-30,88613066,2025-07-30,2025-09-03,1435.9,1466.29,30.39,40.0,34.0,46519.994,56754.3926,40857.44,49846.0768,57436.0,49853.86,-7.7832,14645.8391,10475.3968,35.0,-4170.4423,37.0,51243.259,42002.6713,12123.2372,36.6732,44.4266
88833973-2026-05-26,88833973,2026-05-26,,519.9,464.19,-55.71,5.0,5.0,2127.9967,2596.156,1902.418,2320.95,2599.5,2320.95,0.0,849.9428,556.0266,28.0,-293.9161,,,,,142.9977,146.4228
82205600-2026-05-17,82205600,2026-05-17,2026-08-03,21.49,20.19,-1.3,15.0,14.0,256.8159,313.3154,213.5232,260.4983,322.35,282.66,-22.1617,49.802,31.7032,78.0,-18.0988,20.0,399.66,327.5901,61.2683,222.9374,268.3768
87234585-2026-02-19,87234585,2026-02-19,2026-04-19,102.0,105.49,3.49,14.0,19.0,1167.8522,1424.7797,1600.6042,1952.7371,1428.0,2004.31,-51.5729,159.729,330.0585,59.0,170.3295,5.0,529.8937,434.3391,91.9687,99.9003,104.5357
87945380-2025-11-02,87945380,2025-11-02,,38.99,39.29,0.3,250.0,313.0,7758.6613,9465.5668,10080.1393,12297.77,9747.5,12297.77,0.0,1251.7874,1419.2385,233.0,167.4511,263.0,9103.8751,7462.1927,4104.206,154.5644,159.4552
89194385-2026-05-09,89194385,2026-05-09,,214.49,223.89,9.4,2.0,3.0,350.2735,427.3337,550.5492,671.67,428.98,671.67,0.0,122.0583,269.1912,45.0,147.1329,,,,,,
83930603-2025-11-10,83930603,2025-11-10,,75.99,73.19,-2.8,8.0,9.0,486.3725,593.3744,525.1629,640.6987,607.92,658.71,-18.0113,176.2459,202.7996,225.0,26.5537,1.0,62.5765,51.2922,11.9056,227.823,335.1947
83805999-2025-10-14,83805999,2025-10-14,2026-01-15,54.99,63.09,8.1,21.0,27.0,943.0451,1150.515,1396.2541,1703.43,1154.79,1703.43,0.0,336.7028,658.7717,93.0,322.0689,16.0,875.7426,717.8218,115.1078,18.3553,19.1574
81949006-2025-08-11,81949006,2025-08-11,2026-01-30,11.49,9.49,-2.0,50.0,73.0,460.1857,561.4266,536.0963,654.0375,574.5,692.77,-38.7325,196.8037,172.7153,172.0,-24.0884,,,,,,
